event,circuit,team,category,weighted_speed_delta_vs_mercedes_pct,time_weight_seconds,segment_count,segments
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Racing Bulls,Straights,-1.203,12.641990,2,"seg_01, seg_07"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Williams,Slow corners,0.348,27.691867,3,"seg_02, seg_05, seg_08"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Williams,Fast corners,-2.284,41.968326,4,"seg_03, seg_04, seg_06, seg_09"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Williams,Straights,-1.638,12.641990,2,"seg_01, seg_07"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Haas F1 Team,Slow corners,-1.694,27.691867,3,"seg_02, seg_05, seg_08"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Haas F1 Team,Fast corners,-3.167,41.968326,4,"seg_03, seg_04, seg_06, seg_09"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Haas F1 Team,Straights,-1.574,12.641990,2,"seg_01, seg_07"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Audi,Slow corners,-1.989,27.691867,3,"seg_02, seg_05, seg_08"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Audi,Fast corners,-2.451,41.968326,4,"seg_03, seg_04, seg_06, seg_09"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Audi,Straights,-0.938,12.641990,2,"seg_01, seg_07"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Aston Martin,Slow corners,-5.197,27.691867,3,"seg_02, seg_05, seg_08"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Aston Martin,Fast corners,-6.430,41.968326,4,"seg_03, seg_04, seg_06, seg_09"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Aston Martin,Straights,-5.017,12.641990,2,"seg_01, seg_07"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Cadillac,Slow corners,-4.030,27.691867,3,"seg_02, seg_05, seg_08"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Cadillac,Fast corners,-6.295,41.968326,4,"seg_03, seg_04, seg_06, seg_09"
fastf1_2026_barcelona_grand_prix,Circuit de Barcelona-Catalunya,Cadillac,Straights,-2.384,12.641990,2,"seg_01, seg_07"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Mercedes,Slow corners,0.000,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Mercedes,Fast corners,0.000,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Mercedes,Straights,0.000,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Ferrari,Slow corners,-1.481,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Ferrari,Fast corners,-2.135,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Ferrari,Straights,2.173,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,McLaren,Slow corners,-3.064,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,McLaren,Fast corners,-1.075,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,McLaren,Straights,1.082,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Red Bull Racing,Slow corners,-1.910,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Red Bull Racing,Fast corners,1.425,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Red Bull Racing,Straights,2.415,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Alpine,Slow corners,-3.919,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Alpine,Fast corners,0.481,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Alpine,Straights,1.831,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Racing Bulls,Slow corners,-3.033,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Racing Bulls,Fast corners,0.165,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Racing Bulls,Straights,0.741,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Williams,Slow corners,-4.236,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Williams,Fast corners,-2.349,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Williams,Straights,-0.262,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Haas F1 Team,Slow corners,-3.330,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Haas F1 Team,Fast corners,-2.421,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Haas F1 Team,Straights,0.400,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Audi,Slow corners,-2.364,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Audi,Fast corners,-0.426,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Audi,Straights,-0.662,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Aston Martin,Slow corners,-7.949,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Aston Martin,Fast corners,-4.449,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Aston Martin,Straights,-3.199,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Cadillac,Slow corners,-6.287,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Cadillac,Fast corners,-4.662,4.707362,1,seg_03
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Cadillac,Straights,-0.907,25.716590,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Mercedes,Slow corners,0.000,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Mercedes,Fast corners,0.000,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Mercedes,Straights,0.000,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Ferrari,Slow corners,-2.330,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Ferrari,Fast corners,-1.950,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Ferrari,Straights,-0.168,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Red Bull Racing,Slow corners,-3.111,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Red Bull Racing,Fast corners,-4.897,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Red Bull Racing,Straights,0.960,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Alpine,Slow corners,-1.855,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Alpine,Fast corners,-3.042,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Alpine,Straights,-0.784,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Racing Bulls,Slow corners,-1.875,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Racing Bulls,Fast corners,-2.636,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Racing Bulls,Straights,0.147,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Williams,Slow corners,-3.647,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Williams,Fast corners,-4.999,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Williams,Straights,-0.596,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Haas F1 Team,Slow corners,-2.228,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Haas F1 Team,Fast corners,-3.083,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Haas F1 Team,Straights,-0.739,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Audi,Slow corners,-2.732,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Audi,Fast corners,-3.032,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Audi,Straights,0.017,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Aston Martin,Slow corners,-4.032,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Aston Martin,Fast corners,-6.028,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Aston Martin,Straights,-4.755,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Cadillac,Slow corners,-4.441,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Cadillac,Fast corners,-5.909,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Cadillac,Straights,0.066,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Mercedes,Slow corners,0.000,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Mercedes,Fast corners,0.000,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Mercedes,Straights,0.000,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Ferrari,Slow corners,-2.456,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Ferrari,Fast corners,-0.611,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Ferrari,Straights,0.178,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,McLaren,Slow corners,4.343,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,McLaren,Fast corners,-1.303,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,McLaren,Straights,-1.138,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Red Bull Racing,Slow corners,-2.581,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Red Bull Racing,Fast corners,-1.918,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Red Bull Racing,Straights,0.208,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Alpine,Slow corners,-2.070,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Alpine,Fast corners,-3.081,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Alpine,Straights,0.404,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Racing Bulls,Slow corners,-0.502,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Racing Bulls,Fast corners,-3.631,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Racing Bulls,Straights,-2.876,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Williams,Slow corners,-1.772,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Williams,Fast corners,-3.251,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Williams,Straights,-0.698,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Haas F1 Team,Slow corners,0.386,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Haas F1 Team,Fast corners,-3.585,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Haas F1 Team,Straights,-0.763,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Audi,Slow corners,-1.196,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Audi,Fast corners,-2.684,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Audi,Straights,0.375,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Aston Martin,Slow corners,-4.251,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Aston Martin,Fast corners,-5.915,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Aston Martin,Straights,-4.167,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Cadillac,Slow corners,-6.221,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Cadillac,Fast corners,-4.850,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Cadillac,Straights,-3.304,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Mercedes,Slow corners,0.000,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Mercedes,Fast corners,0.000,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Mercedes,Straights,0.000,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Ferrari,Slow corners,1.654,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Ferrari,Fast corners,-0.632,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Ferrari,Straights,-0.813,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,McLaren,Slow corners,0.309,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,McLaren,Fast corners,-0.071,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,McLaren,Straights,-0.167,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Red Bull Racing,Slow corners,0.802,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Red Bull Racing,Fast corners,-0.529,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Red Bull Racing,Straights,-2.181,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Alpine,Slow corners,-1.976,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Alpine,Fast corners,-2.810,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Alpine,Straights,0.326,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Racing Bulls,Slow corners,-0.157,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Racing Bulls,Fast corners,-3.468,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Racing Bulls,Straights,-3.873,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Williams,Slow corners,-1.197,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Williams,Fast corners,-2.651,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Williams,Straights,-1.428,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Haas F1 Team,Slow corners,-1.043,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Haas F1 Team,Fast corners,-2.457,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Haas F1 Team,Straights,-1.219,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Audi,Slow corners,1.562,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Audi,Fast corners,-2.029,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Audi,Straights,-3.209,32.184280,3,"seg_01, seg_05, seg_07"
